"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"421",5,1,1,1,8,3,1,1,6,5,7,0.661826172145084
"422",6,2,2,1,9,9,1,1,9,6,4,0.779682633699849
"423",5,1,1,1,4,2,1,1,9,4,8,0.0849258732050657
"424",5,1,1,1,10,10,3,1,6,2,7,0.432776531204581
"425",6,3,2,1,2,1,1,1,7,6,9,0.918824982829392
"426",10,3,2,1,5,1,1,1,2,2,10,0.818532564677298
"427",6,5,3,1,10,2,1,1,10,10,5,0.741312012076378
"428",8,6,5,1,8,5,1,1,5,2,9,0.783646926982328
"429",2,1,1,1,7,7,7,5,7,4,5,0.0304269616026431
"430",3,1,1,1,10,6,1,1,4,1,1,0.807643912965432
"431",5,5,4,3,3,2,1,1,6,4,1,0.5254680539947
"432",7,6,1,1,1,1,1,1,1,1,6,0.573627544334158
"433",10,10,4,3,1,1,1,1,10,6,9,0.74383570230566
"434",7,6,2,1,1,1,1,1,3,2,4,0.655720968963578
"435",4,4,3,2,5,3,1,1,2,2,8,0.175624587573111
"436",9,3,1,1,9,6,1,1,5,1,6,0.281474760966375
"437",2,1,1,1,4,3,1,1,1,1,6,0.297800059430301
"438",3,2,1,1,9,7,2,1,5,3,7,0.0152415803167969
"439",1,1,1,1,5,4,2,2,1,1,1,0.962633569259197
"440",3,2,1,1,5,3,2,2,9,3,8,0.535888163605705
"441",8,6,6,3,1,1,1,1,1,1,5,0.431142454268411
"442",7,6,5,4,2,1,1,1,2,2,6,0.345075953286141
"443",3,2,2,1,4,1,1,1,2,1,7,0.46527651604265
"444",6,1,1,1,6,4,4,3,1,1,6,0.221934751607478
"445",9,3,3,1,8,1,1,1,3,2,7,0.393907087855041
"446",9,6,4,3,9,3,2,1,10,9,4,0.932366525521502
"447",9,9,5,3,7,5,2,2,4,1,3,0.951728454791009
"448",4,4,4,4,10,2,2,2,3,3,7,0.61373467464
"449",6,4,4,3,9,4,3,3,6,4,10,0.520325601100922
"450",8,2,1,1,4,2,2,2,8,4,2,0.520864352583885
"451",4,3,3,3,10,10,10,7,7,7,9,0.468642588239163
"452",1,1,1,1,10,10,4,2,1,1,7,0.0777241727337241
"453",7,2,1,1,3,3,2,2,8,8,9,0.632201690692455
"454",3,2,1,1,7,1,1,1,1,1,1,0.154063786612824
"455",5,4,4,4,2,2,2,1,10,1,3,0.713221411220729
"456",10,4,2,2,5,1,1,1,1,1,8,0.248838059836999
"457",5,4,2,1,9,9,6,6,8,1,10,0.835480657406151
"458",6,3,3,2,9,9,9,5,9,4,6,0.124324039323255
"459",4,1,1,1,2,1,1,1,4,3,5,0.100899440003559
"460",10,7,4,3,7,5,5,5,4,4,7,0.0781616121530533
"461",7,3,3,2,10,7,1,1,3,3,8,0.347995413001627
"462",6,4,1,1,1,1,1,1,4,4,7,0.3286865609698
"463",8,1,1,1,9,6,6,2,7,4,3,0.434737569885328
"464",5,2,1,1,8,7,4,2,8,1,1,0.999236722942442
"465",7,4,1,1,4,3,2,2,10,5,1,0.276689184596762
"466",6,6,6,6,10,1,1,1,10,2,1,0.765583697007969
"467",1,1,1,1,1,1,1,1,1,1,2,0.09931501862593
"468",9,2,2,1,7,4,4,2,3,3,9,0.111567373620346
"469",1,1,1,1,10,2,1,1,9,3,5,0.969019236508757
"470",4,4,4,4,8,7,3,2,5,4,1,0.383706725900993
"471",10,9,9,1,4,2,2,2,3,1,2,0.66172575741075
"472",1,1,1,1,10,8,7,4,4,3,10,0.998244426213205
"473",5,5,4,3,2,1,1,1,2,2,1,0.334457517368719
"474",3,1,1,1,2,1,1,1,1,1,5,0.793941983487457
"475",3,1,1,1,3,1,1,1,4,4,4,0.615517170168459
"476",10,10,7,5,3,2,1,1,3,2,1,0.45852965535596
"477",6,3,2,2,2,2,1,1,5,4,7,0.569492666516453
"478",6,5,3,3,9,2,2,2,6,2,9,0.111219039186835
"479",7,3,3,3,8,8,7,4,7,1,5,0.714293242432177
"480",9,3,2,1,1,1,1,1,5,4,7,0.161714021116495
"481",10,1,1,1,7,3,1,1,3,1,10,0.777952840086073
"482",8,7,7,7,1,1,1,1,3,1,3,0.763830108568072
"483",9,3,3,1,10,4,4,4,4,2,7,0.697126172482967
"484",2,1,1,1,5,3,2,1,9,9,6,0.835104390047491
"485",4,2,2,1,2,1,1,1,4,3,4,0.38137263036333
"486",2,1,1,1,2,1,1,1,9,4,8,0.410494563868269
"487",3,3,3,3,8,4,4,2,7,7,10,0.818608755711466
"488",10,4,3,1,1,1,1,1,5,5,9,0.147579815471545
"489",6,6,4,4,6,2,1,1,8,2,4,0.254613558994606
"490",9,3,1,1,7,2,2,1,1,1,7,0.188719517551363
"491",2,1,1,1,8,5,2,1,5,4,6,0.365530454320833
"492",1,1,1,1,1,1,1,1,4,2,4,0.47347857686691
"493",10,6,1,1,4,2,1,1,6,5,8,0.747442918596789
"494",10,4,4,1,3,1,1,1,10,8,10,0.961233080830425
"495",2,2,2,2,1,1,1,1,9,8,1,0.107085805619135
"496",8,1,1,1,4,3,2,1,10,4,8,0.0652404041029513
"497",9,6,4,4,10,4,1,1,1,1,9,0.615396979497746
"498",9,6,4,1,9,4,4,4,5,4,9,0.483270613709465
"499",1,1,1,1,3,3,3,3,9,4,4,0.0500074303708971
"500",1,1,1,1,6,6,6,6,3,1,5,0.413336924277246
"501",9,1,1,1,10,3,3,2,8,4,6,0.534136336296797
"502",6,1,1,1,4,1,1,1,2,1,5,0.673142828280106
"503",6,1,1,1,9,3,2,2,8,7,4,0.748630534624681
"504",9,7,2,1,8,2,1,1,10,10,6,0.459972623037174
"505",7,1,1,1,2,1,1,1,4,4,3,0.86822369764559
"506",3,3,3,3,6,1,1,1,9,6,8,0.123287159018219
"507",4,2,2,2,2,2,2,2,2,1,3,0.549699099734426
"508",7,2,1,1,8,2,1,1,2,1,8,0.709126085042953
"509",1,1,1,1,2,2,2,1,10,3,3,0.988031917018816
"510",5,5,2,2,4,4,3,3,1,1,9,0.425885330652818
"511",8,6,5,4,6,4,3,1,9,4,10,0.75333105889149
"512",10,2,1,1,5,5,3,1,9,1,1,0.558670688420534
"513",2,2,2,2,1,1,1,1,9,3,9,0.481710165506229
"514",10,8,7,3,7,4,1,1,6,6,7,0.702130413614213
"515",10,4,3,1,9,6,3,3,9,1,4,0.978826234349981
"516",1,1,1,1,4,4,1,1,2,2,10,0.936225535580888
"517",1,1,1,1,4,4,2,2,6,4,1,0.623088794760406
"518",8,7,4,1,2,2,1,1,5,4,4,0.0276652006432414
"519",9,2,2,1,2,2,2,2,8,6,8,0.391491048038006
"520",3,3,1,1,2,1,1,1,4,1,6,0.874874850735068
"521",10,9,5,5,8,5,5,4,10,4,8,0.191433255793527
"522",8,8,4,1,9,5,2,1,9,5,5,0.647084327414632
"523",7,2,2,1,4,3,3,1,9,6,4,0.948028395650908
"524",1,1,1,1,4,4,3,3,8,1,10,0.257465876406059
"525",4,2,2,2,10,2,1,1,5,5,9,0.130782486172393
"526",9,3,1,1,10,6,2,1,8,3,4,0.267765249591321
"527",9,2,1,1,8,6,6,5,10,6,8,0.102319576311857
"528",1,1,1,1,2,2,1,1,2,2,9,0.0887602383736521
"529",8,4,3,1,1,1,1,1,2,1,5,0.194449465023354
"530",6,5,2,2,3,3,1,1,7,3,2,0.743644263362512
"531",2,2,2,1,9,8,5,4,3,1,7,0.734882599208504
"532",8,3,3,1,4,3,3,1,6,5,10,0.351133238291368
"533",3,3,3,2,10,5,3,2,3,1,4,0.028463935945183
"534",10,3,1,1,4,4,1,1,9,6,8,0.369696777081117
"535",7,2,2,1,1,1,1,1,2,1,9,0.121840361738577
"536",10,10,4,3,5,4,2,1,9,5,1,0.957628364441916
"537",3,3,1,1,4,2,1,1,6,2,4,0.983028413495049
"538",3,2,2,1,10,4,2,2,5,1,1,0.284558081300929
"539",9,1,1,1,4,1,1,1,7,6,9,0.914676157291979
"540",4,1,1,1,7,5,2,1,10,8,3,0.69045346789062
"541",9,3,3,1,2,2,1,1,3,3,9,0.734642719151452
"542",1,1,1,1,7,6,6,1,9,8,9,0.92294808011502
"543",6,3,2,2,5,3,2,1,9,7,6,0.651025731349364
"544",7,2,2,2,1,1,1,1,10,1,5,0.791434343438596
"545",8,3,1,1,5,2,1,1,5,2,5,0.588924147654325
"546",9,4,4,3,6,1,1,1,5,3,9,0.0134028452448547
"547",1,1,1,1,1,1,1,1,5,3,6,0.463583568809554
"548",8,2,2,2,1,1,1,1,5,2,3,0.247368257958442
"549",10,5,2,2,10,1,1,1,2,1,1,0.340898627182469
"550",1,1,1,1,7,6,2,2,9,6,6,0.765622564125806
"551",4,4,2,2,6,3,1,1,4,3,2,0.39180327928625
"552",2,2,2,1,1,1,1,1,3,2,6,0.583328571170568
"553",2,2,2,1,7,1,1,1,3,1,5,0.299240672960877
"554",5,2,1,1,3,1,1,1,3,3,7,0.917467542691156
"555",5,2,1,1,8,4,4,2,1,1,6,0.58806860097684
"556",10,9,9,8,2,2,1,1,1,1,6,0.488637379836291
"557",9,3,3,3,1,1,1,1,6,4,5,0.044020198052749
"558",6,1,1,1,6,2,2,1,6,2,6,0.352548596682027
"559",6,2,2,1,2,2,1,1,9,5,5,0.309114028932527
"560",9,3,2,2,10,4,4,2,3,1,9,0.811395873315632
"561",4,3,1,1,5,4,1,1,6,3,10,0.960907072760165
"562",1,1,1,1,6,2,2,1,8,8,1,0.0109789110720158
"563",1,1,1,1,1,1,1,1,6,3,7,0.49519927566871
"564",9,6,3,1,4,1,1,1,3,1,3,0.975825400324538
"565",5,2,1,1,5,4,1,1,10,3,8,0.00184635119512677
"566",3,1,1,1,3,3,2,1,7,6,7,0.749723517568782
"567",2,1,1,1,1,1,1,1,1,1,1,0.258039142703637
"568",4,1,1,1,1,1,1,1,8,1,3,0.737592343473807
"569",3,1,1,1,8,4,3,2,3,1,2,0.722787535283715
"570",5,2,2,2,1,1,1,1,8,6,8,0.0489585974719375
"571",1,1,1,1,5,1,1,1,1,1,5,0.548997605685145
"572",6,6,5,3,1,1,1,1,7,3,7,0.156761247431859
"573",10,1,1,1,3,1,1,1,1,1,3,0.959469555877149
"574",1,1,1,1,5,1,1,1,1,1,8,0.919785695848987
"575",6,3,3,1,5,1,1,1,10,6,2,0.513795662671328
"576",5,2,1,1,3,1,1,1,10,10,8,0.42210831749253
"577",6,4,4,2,10,10,6,4,1,1,7,0.790416061878204
"578",3,3,3,2,4,2,2,1,2,1,4,0.46634364197962
"579",4,1,1,1,9,7,1,1,8,1,1,0.914976357948035
"580",2,2,2,1,3,2,2,1,6,3,9,0.518408898962662
"581",1,1,1,1,9,3,3,2,2,2,3,0.789587225532159
"582",3,1,1,1,4,2,2,1,5,1,9,0.69441552576609
"583",5,4,3,1,4,2,1,1,3,1,2,0.189445853931829
"584",8,3,1,1,7,3,1,1,2,2,9,0.747710876865312
"585",10,10,3,2,4,1,1,1,10,10,3,0.227897531585768
"586",10,2,1,1,10,1,1,1,7,3,6,0.399434493621811
"587",4,1,1,1,3,3,3,3,6,3,2,0.542473775101826
"588",8,1,1,1,9,5,1,1,5,3,9,0.63082818989642
"589",7,2,2,2,6,5,5,3,8,4,2,0.167256809072569
"590",5,5,1,1,4,2,1,1,4,2,9,0.511144204298034
"591",7,2,1,1,7,7,7,3,1,1,10,0.485523259965703
"592",7,6,5,4,4,3,1,1,1,1,7,0.911740133771673
"593",7,1,1,1,3,2,1,1,7,2,2,0.333849005401134
"594",7,5,1,1,2,2,1,1,3,2,1,0.0650576003827155
"595",6,3,3,3,8,6,4,1,4,4,2,0.197446593083441
"596",2,2,1,1,7,3,3,2,8,2,8,0.474871919956058
"597",6,1,1,1,8,7,2,2,8,8,10,0.710361074190587
"598",1,1,1,1,6,4,1,1,2,2,10,0.508930208394304
"599",7,4,2,2,10,8,4,4,5,3,9,0.944840537616983
"600",2,2,1,1,1,1,1,1,1,1,5,0.0854192897677422
"601",3,1,1,1,8,3,2,1,7,3,8,0.074868876254186
"602",8,6,2,1,2,1,1,1,7,2,7,0.0585510996170342
"603",6,3,2,1,4,1,1,1,10,4,8,0.117548499023542
"604",5,1,1,1,6,3,3,3,4,3,7,0.486954138614237
"605",3,1,1,1,10,5,1,1,1,1,10,0.669922831701115
"606",1,1,1,1,2,1,1,1,1,1,2,0.723906024824828
"607",10,8,2,1,6,1,1,1,1,1,5,0.743614388862625
"608",1,1,1,1,7,5,1,1,5,2,3,0.934530602302402
"609",9,5,1,1,9,6,5,3,7,3,4,0.337370772147551
"610",1,1,1,1,4,1,1,1,5,2,9,0.362502044765279
"611",7,2,2,2,9,5,1,1,1,1,5,0.0293507371097803
"612",10,10,10,7,8,2,1,1,3,3,6,0.175064637092873
"613",9,3,1,1,1,1,1,1,2,2,5,0.678382039070129
"614",5,2,2,1,10,3,2,2,10,8,3,0.145446650451049
"615",10,2,1,1,10,5,5,3,9,9,6,0.634624495403841
"616",5,1,1,1,7,6,2,2,5,4,6,0.0628646910190582
"617",9,4,3,2,3,1,1,1,2,1,1,0.896969800582156
"618",9,4,3,3,1,1,1,1,2,1,6,0.412896871333942
"619",2,1,1,1,9,4,2,2,6,6,10,0.7859070985578
"620",7,5,1,1,2,1,1,1,5,4,7,0.989047481212765
"621",7,7,2,1,5,5,1,1,5,3,5,0.455802331678569
"622",8,2,2,2,5,2,2,2,3,1,9,0.99236403265968
"623",9,5,2,1,5,1,1,1,9,1,3,0.886767272138968
"624",1,1,1,1,6,1,1,1,6,1,4,0.996081753633916
"625",4,3,3,1,9,7,3,1,3,1,9,0.386312506394461
"626",7,5,3,1,5,4,1,1,7,3,7,0.999245798913762
"627",2,1,1,1,5,3,1,1,8,7,4,0.539762925589457
"628",5,5,4,3,8,1,1,1,8,5,9,0.860778089612722
"629",7,1,1,1,6,6,6,3,8,8,9,0.155527018709108
"630",3,3,3,2,8,4,4,2,7,2,8,0.61500655929558
"631",6,4,1,1,5,1,1,1,6,5,9,0.298305274220183
"632",6,3,3,1,1,1,1,1,2,2,9,0.282157165231183
"633",3,3,3,3,4,1,1,1,2,2,7,0.12972753518261
"634",6,2,1,1,7,5,4,2,1,1,1,0.368942081928253
"635",5,2,2,2,9,3,3,2,1,1,2,0.270239034900442
"636",4,1,1,1,4,2,1,1,3,2,9,0.401950511382893
"637",9,5,1,1,7,5,4,1,10,3,5,0.813508579973131
"638",9,5,4,3,9,1,1,1,2,2,7,0.884378123329952
"639",2,2,1,1,1,1,1,1,1,1,6,0.497479984536767
"640",5,3,3,3,3,2,2,1,7,4,3,0.913405823754147
"641",5,1,1,1,8,6,3,2,4,1,5,0.685015603899956
"642",10,1,1,1,8,5,3,2,2,2,6,0.899373159743845
"643",5,1,1,1,9,1,1,1,4,2,10,0.588730693329126
"644",8,2,1,1,3,3,1,1,9,5,6,0.773435541428626
"645",7,5,1,1,7,4,2,2,3,1,6,0.856079918332398
"646",5,4,3,3,3,1,1,1,4,1,2,0.152020563138649
"647",8,4,4,3,5,1,1,1,1,1,10,0.424893512623385
"648",1,1,1,1,4,3,2,2,2,2,1,0.393873387482017
"649",1,1,1,1,3,1,1,1,3,2,5,0.97570055606775
"650",2,2,2,1,5,5,1,1,9,4,2,0.813578493194655
"651",10,2,2,2,7,6,3,1,3,3,7,0.262014321517199
"652",8,8,2,1,2,1,1,1,10,10,10,0.366637154715136
"653",1,1,1,1,4,2,2,1,5,2,6,0.318626129766926
"654",6,1,1,1,7,5,5,4,7,4,2,0.371581210987642
"655",4,3,2,2,7,4,2,2,2,1,5,0.924167973222211
"656",7,6,6,2,6,5,5,4,1,1,1,0.657180542126298
"657",3,1,1,1,1,1,1,1,10,5,2,0.843575468054041
"658",8,4,4,2,9,5,5,5,7,5,7,0.412174809491262
"659",2,1,1,1,5,3,3,1,1,1,6,0.0185823917854577
"660",7,4,4,1,5,5,4,2,2,1,8,0.391556845512241
"661",7,1,1,1,9,5,5,2,8,2,3,0.233863591216505
"662",5,5,2,2,10,1,1,1,2,1,8,0.342733607627451
"663",1,1,1,1,3,2,1,1,4,3,3,0.261118757538497
"664",9,1,1,1,8,6,4,4,8,8,4,0.899177352897823
"665",1,1,1,1,6,2,2,2,10,9,5,0.187089876038954
"666",1,1,1,1,5,3,2,2,9,1,5,0.705580055713654
"667",4,3,3,3,1,1,1,1,3,1,9,0.434569012839347
"668",4,2,2,1,9,7,6,6,9,3,8,0.0213799302000552
"669",10,3,3,1,6,6,2,2,3,1,10,0.375043642241508
"670",2,1,1,1,1,1,1,1,10,5,6,0.641593256499618
"671",8,5,5,5,2,1,1,1,2,2,9,0.0145202472340316
"672",10,8,7,6,9,9,6,6,1,1,7,0.280090549960732
"673",4,3,3,1,9,4,2,2,10,1,2,0.147396139567718
"674",6,4,4,1,7,5,2,1,1,1,9,0.425741016631946
"675",4,4,4,2,9,8,1,1,9,8,1,0.641361352289096
"676",8,7,7,7,4,4,4,3,7,6,4,0.777138948906213
"677",2,2,2,2,9,8,7,5,2,1,8,0.67538624885492
"678",10,10,2,2,6,5,2,2,9,4,6,0.7282189426478
"679",7,3,3,2,4,2,2,1,4,1,8,0.77927652769722
"680",9,8,7,1,9,2,1,1,8,3,6,0.679031452396885
"681",6,3,3,2,9,2,1,1,10,3,2,0.36578153539449
"682",8,5,3,3,5,2,2,2,8,6,8,0.907295023556799
"683",5,5,1,1,8,5,1,1,1,1,3,0.45025102654472
"684",6,2,1,1,1,1,1,1,8,2,7,0.677137426333502
"685",5,3,1,1,1,1,1,1,5,1,2,0.00566684384830296
"686",1,1,1,1,7,1,1,1,5,5,2,0.895922813331708
"687",1,1,1,1,3,3,2,2,9,4,5,0.611400315072387
"688",4,4,4,1,5,3,3,1,4,4,1,0.9686237371061
"689",10,9,5,5,4,4,2,2,5,1,10,0.306498432066292
"690",3,1,1,1,2,2,2,2,3,3,2,0.419196469243616
"691",5,4,2,1,10,9,4,2,10,4,5,0.389104873873293
"692",6,3,1,1,3,1,1,1,8,7,3,0.956380619900301
"693",6,4,4,3,10,2,2,1,1,1,9,0.0391604262404144
"694",9,8,2,1,8,6,3,3,7,5,3,0.0283096320927143
"695",3,1,1,1,1,1,1,1,7,6,6,0.407883427338675
"696",9,6,6,5,2,1,1,1,10,2,5,0.307196269510314
"697",2,2,1,1,7,3,3,1,6,1,4,0.286394014256075
"698",7,5,1,1,1,1,1,1,2,1,2,0.52193852304481
"699",7,4,1,1,8,1,1,1,10,10,3,0.816798315849155
"700",5,5,4,1,7,5,5,4,6,2,2,0.351891276892275
"701",9,1,1,1,4,2,1,1,3,1,4,0.460275909863412
"702",9,2,2,2,9,5,5,3,10,5,1,0.00928770215250552
"703",2,2,2,1,8,4,1,1,4,2,7,0.0643710093572736
"704",7,1,1,1,9,2,2,2,9,4,9,0.797019509831443
"705",2,1,1,1,4,1,1,1,1,1,2,0.131095219869167
"706",2,2,2,2,9,2,1,1,8,3,7,0.0594489031936973
"707",10,9,3,2,4,1,1,1,10,9,9,0.489110671682283
"708",2,2,1,1,3,1,1,1,7,6,10,0.358880691463128
"709",4,1,1,1,8,2,2,2,5,2,7,0.137901796260849
"710",9,3,2,2,2,1,1,1,1,1,4,0.896490543382242
"711",5,5,1,1,5,1,1,1,7,5,8,0.313734455034137
"712",3,3,1,1,1,1,1,1,7,1,7,0.961303509771824
"713",6,3,3,2,3,3,3,2,9,3,10,0.939643787685782
"714",4,4,2,2,7,5,4,3,7,3,7,0.929325564298779
"715",8,8,8,7,4,1,1,1,7,2,2,0.451060683932155
"716",9,7,7,2,10,8,2,1,10,7,3,0.199023789027706
"717",6,3,2,2,9,9,6,5,9,8,9,0.280836966587231
"718",9,4,4,3,9,3,1,1,5,4,2,0.578426185529679
"719",6,6,1,1,4,2,2,1,10,7,6,0.0655891122296453
"720",7,3,3,1,4,4,4,3,1,1,3,0.157514742808416
"721",3,3,3,3,9,8,5,3,3,3,5,0.950998249230906
"722",1,1,1,1,1,1,1,1,1,1,7,0.907307514688
"723",5,1,1,1,10,3,3,2,6,4,5,0.0752796456217766
"724",7,4,3,3,1,1,1,1,10,7,10,0.39825202873908
"725",7,6,4,2,9,2,2,1,10,7,3,0.131285455776379
"726",7,4,1,1,10,8,1,1,10,5,7,0.447120774770156
"727",2,1,1,1,7,2,2,1,1,1,3,0.553436649264768
"728",7,1,1,1,2,2,1,1,5,1,2,0.80517952167429
"729",10,3,3,3,10,10,4,1,7,3,9,0.814874853007495
"730",5,1,1,1,7,6,4,1,10,8,3,0.544135698117316
"731",2,2,1,1,10,2,1,1,5,3,5,0.240052254404873
"732",10,5,4,4,3,1,1,1,10,7,3,0.769907290581614
"733",8,7,2,1,3,2,1,1,2,1,1,0.369267606409267
"734",5,3,2,1,3,2,1,1,1,1,10,0.35710904491134
"735",8,7,1,1,2,2,2,2,2,2,2,0.238902006531134
"736",2,1,1,1,8,1,1,1,2,2,5,0.785972270183265
"737",4,2,2,2,5,4,1,1,8,5,9,0.215894618071616
"738",3,2,2,2,10,3,3,3,5,1,6,0.674176215426996
"739",5,5,2,1,5,1,1,1,10,7,2,0.774542189203203
"740",10,5,1,1,1,1,1,1,8,3,5,0.33970342297107
"741",4,2,2,2,1,1,1,1,2,2,2,0.115937611553818
"742",9,8,6,2,8,4,1,1,2,1,3,0.332346249604598
"743",1,1,1,1,1,1,1,1,7,3,6,0.669095197692513
"744",1,1,1,1,5,5,1,1,6,5,6,0.179434168385342
"745",10,4,4,4,9,3,3,2,1,1,9,0.11179845361039
"746",7,5,2,2,6,2,1,1,4,3,10,0.888969174353406
"747",6,3,3,1,6,5,5,4,9,3,2,0.923243656521663
"748",6,2,1,1,10,2,1,1,7,7,4,0.979823207715526
"749",10,6,2,1,2,2,1,1,8,2,8,0.22234365507029
"750",4,4,2,2,1,1,1,1,6,5,4,0.567832491360605
"751",7,4,2,2,1,1,1,1,10,1,7,0.928545853821561
"752",8,5,1,1,3,2,2,2,8,4,2,0.115388007136062
"753",1,1,1,1,10,8,4,2,2,1,7,0.809616276761517
"754",1,1,1,1,5,2,2,1,2,1,10,0.204193391604349
"755",7,4,1,1,1,1,1,1,2,1,4,0.601220364915207
"756",5,2,2,1,9,4,4,2,3,3,2,0.190301666967571
"757",4,2,1,1,10,7,3,3,1,1,4,0.825981908477843
"758",6,4,4,3,7,4,4,2,6,3,10,0.872482703067362
"759",8,4,4,4,4,4,1,1,2,1,8,0.23842958221212
"760",4,4,4,2,7,2,2,2,8,7,2,0.805543299065903
"761",6,3,2,2,5,4,1,1,10,8,6,0.141649509547278
"762",10,5,4,1,4,2,2,2,5,5,6,0.951087690191343
"763",2,2,1,1,4,2,1,1,6,3,9,0.470455744070932
"764",1,1,1,1,2,2,1,1,10,3,5,0.000789971789345145
"765",7,1,1,1,9,9,7,2,5,5,9,0.888113017426804
"766",4,1,1,1,2,2,2,1,4,4,10,0.0737688771914691
"767",10,10,5,3,8,1,1,1,5,1,4,0.348207953153178
"768",1,1,1,1,1,1,1,1,10,8,8,0.516946068964899
"769",5,3,1,1,10,2,1,1,5,4,5,0.406326446449384
"770",10,2,1,1,2,2,2,1,2,1,9,0.388575358549133
"771",3,2,1,1,8,2,1,1,2,2,9,0.484256399795413
"772",6,3,2,1,7,7,6,2,10,2,4,0.574501423863694
"773",2,2,1,1,6,2,1,1,8,7,2,0.988465411355719
"774",9,8,4,4,5,1,1,1,3,2,4,0.597537118010223
"775",10,8,8,2,1,1,1,1,2,2,7,0.305787589168176
"776",10,9,8,7,3,3,3,2,5,1,1,0.643375528044999
"777",9,6,3,1,3,3,1,1,5,5,10,0.246874133124948
"778",6,3,1,1,4,2,1,1,4,4,5,0.832300913752988
"779",3,1,1,1,10,6,1,1,7,4,2,0.00694687711074948
"780",8,7,5,3,6,6,6,6,2,2,2,0.957191230263561
"781",4,4,2,1,1,1,1,1,8,1,7,0.308001633035019
"782",1,1,1,1,8,8,2,1,9,2,4,0.0370840381365269
"783",5,5,3,3,8,8,2,2,9,3,8,0.465212426846847
"784",7,5,5,4,2,1,1,1,4,3,1,0.276233671698719
"785",2,2,2,2,9,7,7,1,1,1,6,0.479116572765633
"786",9,2,2,2,8,7,2,2,1,1,2,0.457353628706187
"787",4,1,1,1,4,4,2,1,3,1,10,0.0879218576010317
"788",10,8,1,1,3,1,1,1,7,4,10,0.789544218452647
"789",1,1,1,1,4,2,1,1,1,1,4,0.593169862404466
"790",9,7,3,1,5,1,1,1,8,3,9,0.136940144235268
"791",6,4,1,1,3,3,1,1,1,1,6,0.358205375960097
"792",4,3,3,1,6,2,2,1,7,7,5,0.588700603693724
"793",5,2,2,1,4,3,1,1,4,2,6,0.984941231319681
"794",5,3,1,1,1,1,1,1,6,1,5,0.30115061509423
"795",1,1,1,1,3,2,2,2,2,2,3,0.0581651388201863
"796",9,5,5,1,6,1,1,1,3,1,3,0.404792144661769
"797",8,8,8,2,10,1,1,1,1,1,10,0.775697091128677
"798",7,1,1,1,3,1,1,1,10,9,3,0.471032480709255
"799",2,1,1,1,4,4,4,3,2,1,1,0.257677356246859
"800",1,1,1,1,3,3,2,2,6,1,6,0.440494070062414
"801",5,5,1,1,5,5,1,1,4,4,10,0.179877610411495
"802",4,1,1,1,7,5,5,4,2,1,3,0.939087353413925
"803",3,1,1,1,8,5,3,3,4,3,1,0.808512324234471
"804",6,3,1,1,10,4,3,2,7,5,7,0.0194328718353063
"805",8,5,5,4,9,6,1,1,9,6,2,0.221467229537666
"806",5,3,2,1,6,4,2,2,10,1,4,0.95407485216856
"807",7,7,3,3,3,1,1,1,5,3,1,0.627770154969767
"808",1,1,1,1,9,1,1,1,5,5,10,0.787986460607499
"809",10,3,2,1,7,3,1,1,8,6,1,0.96029024082236
"810",2,1,1,1,3,2,2,1,2,1,8,0.429209115216509
"811",6,3,1,1,2,1,1,1,3,2,8,0.0996110164560378
"812",8,3,3,2,7,6,1,1,10,7,2,0.727224654750898
"813",10,5,5,4,5,1,1,1,5,3,9,0.546706741210073
"814",2,2,1,1,5,2,1,1,10,5,9,0.0763432672247291
"815",2,1,1,1,6,6,3,2,1,1,5,0.343069926369935
"816",5,4,4,3,9,3,2,1,5,1,7,0.187586994841695
"817",10,6,4,1,1,1,1,1,5,1,7,0.522774467244744
"818",4,4,2,2,5,4,4,3,9,2,10,0.703772732289508
"819",1,1,1,1,3,1,1,1,5,1,2,0.102931107627228
"820",3,1,1,1,8,2,1,1,10,5,4,0.582918752683327
"821",7,3,1,1,6,2,2,1,2,1,1,0.384984504664317
"822",3,3,2,2,5,4,4,4,5,3,5,0.389040805865079
"823",10,3,3,2,4,1,1,1,7,7,8,0.0252922959625721
"824",4,2,2,1,8,5,4,4,2,2,10,0.202035114634782
"825",1,1,1,1,1,1,1,1,4,3,6,0.510886360658333
"826",1,1,1,1,3,3,2,2,9,9,7,0.599266536999494
"827",7,6,2,2,7,6,3,2,10,1,8,0.601190045941621
"828",9,8,3,2,3,3,1,1,3,1,9,0.0350758624263108
"829",7,6,1,1,8,8,2,1,5,2,2,0.210360607132316
"830",9,5,1,1,5,3,1,1,3,1,2,0.521429489599541
"831",3,2,2,1,5,4,1,1,10,1,9,0.676567686954513
"832",2,1,1,1,10,5,1,1,1,1,6,0.274012446170673
"833",1,1,1,1,9,4,2,2,10,8,9,0.442735445918515
"834",10,4,3,2,7,3,3,3,9,7,6,0.189312084577978
"835",5,1,1,1,2,2,2,1,1,1,1,0.0980628703255206
"836",2,1,1,1,2,2,2,2,5,2,9,0.312061432050541
"837",9,1,1,1,8,5,4,1,6,4,1,0.805133992340416
"838",3,3,2,2,8,1,1,1,1,1,5,0.941790394717827
"839",8,4,3,2,8,5,3,2,2,2,9,0.118616489460692
"840",9,7,1,1,7,6,2,2,7,2,4,0.516008863225579
"841",6,5,2,2,7,6,3,3,4,1,8,0.032603032886982
